Price,Address,City,Zipcode,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,MLS ID,Listing Agent,Status,Listing URL
288123,"146 Elm St, San Diego, FL 41233",San Diego,41233,FL,2,1,1788,2741,1963,1,Condo,Z742527,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/99210782_zpid/
1227874,"3216 Oak Ave, Los Angeles, FL 10978",Los Angeles,10978,FL,3,4,2170,2529,2018,38,Single Family,Z625730,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/69382103_zpid/
868262,"5102 Maple Dr, San Diego, FL 99226",San Diego,99226,FL,3,3,1369,3948,1996,37,Apartment,Z322262,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/33134010_zpid/
1339463,"6003 Main St, Los Angeles, NY 66023",Los Angeles,66023,NY,4,2,1202,1886,1958,54,Multi-Family,Z491272,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/41229870_zpid/
989357,"4074 Main St, San Diego, IL 58479",San Diego,58479,IL,1,1,1720,6518,1991,102,Apartment,Z929312,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/97961906_zpid/
903149,"1573 Pine Rd, Los Angeles, IL 73605",Los Angeles,73605,IL,2,2,1433,9193,1998,102,Condo,Z808637,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/71913483_zpid/
630234,"6013 Main St, Los Angeles, TX 47765",Los Angeles,47765,TX,6,3,1255,1888,2001,120,Single Family,Z187638,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/47365618_zpid/
1252974,"4269 Elm St, San Diego, TX 77508",San Diego,77508,TX,2,3,2204,3430,2002,49,Apartment,Z999219,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/98564395_zpid/
365076,"3444 Maple Dr, San Diego, NY 66033",San Diego,66033,NY,3,4,3810,6155,2012,3,Townhouse,Z917763,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/58355017_zpid/
1190951,"3541 Maple Dr, Los Angeles, IL 55291",Los Angeles,55291,IL,3,3,2768,2127,2009,93,Apartment,Z476392,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/49490216_zpid/
977697,"4813 Main St, Sacramento, FL 69128",Sacramento,69128,FL,4,2,1574,1106,2022,19,Townhouse,Z187409,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/25147835_zpid/
410666,"3221 Elm St, Fresno, FL 43311",Fresno,43311,FL,2,2,2306,1159,1950,2,Townhouse,Z212911,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/87344040_zpid/
1404171,"8135 Pine Rd, Sacramento, NY 52069",Sacramento,52069,NY,2,3,3403,2352,1996,11,Apartment,Z853349,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/99753880_zpid/
1362472,"1858 Oak Ave, San Diego, TX 62752",San Diego,62752,TX,4,2,3147,6466,1959,26,Condo,Z676740,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/36842913_zpid/
994591,"1065 Maple Dr, Fresno, IL 72829",Fresno,72829,IL,6,1,1351,4370,1969,1,Multi-Family,Z724635,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/43507392_zpid/
1361614,"6923 Oak Ave, San Francisco, FL 32256",San Francisco,32256,FL,1,3,3988,8950,1960,84,Single Family,Z170701,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/93372400_zpid/
1022305,"6573 Main St, Sacramento, CA 72193",Sacramento,72193,CA,2,2,2241,9780,1967,32,Apartment,Z670083,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/50219275_zpid/
262341,"1810 Main St, Los Angeles, CA 26032",Los Angeles,26032,CA,6,2,2299,1931,1987,67,Apartment,Z840918,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/93378319_zpid/
1239263,"8312 Pine Rd, San Francisco, CA 85041",San Francisco,85041,CA,4,4,3253,7189,1984,60,Townhouse,Z621392,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/68667781_zpid/
542776,"3628 Elm St, Los Angeles, CA 93184",Los Angeles,93184,CA,1,2,2821,1026,1952,18,Condo,Z460779,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/43546271_zpid/
426337,"5754 Oak Ave, San Francisco, CA 64707",San Francisco,64707,CA,3,1,3861,7662,1968,115,Single Family,Z745373,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/23838738_zpid/
1438956,"3967 Pine Rd, Los Angeles, CA 45798",Los Angeles,45798,CA,3,2,3353,4696,1970,48,Multi-Family,Z569418,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/65322636_zpid/
429828,"235 Pine Rd, Sacramento, TX 98635",Sacramento,98635,TX,6,4,1005,4662,1974,114,Apartment,Z637508,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/93797794_zpid/
357213,"8379 Elm St, San Francisco, CA 47969",San Francisco,47969,CA,6,3,3756,5274,1959,116,Condo,Z715979,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/63044879_zpid/
814836,"3002 Pine Rd, Fresno, FL 13916",Fresno,13916,FL,6,4,782,5929,2003,45,Apartment,Z860278,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/79912849_zpid/
873714,"1737 Oak Ave, San Francisco, FL 33511",San Francisco,33511,FL,1,2,2896,8577,1991,101,Single Family,Z505680,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/40525486_zpid/
631293,"792 Main St, San Francisco, NY 73137",San Francisco,73137,NY,4,4,2404,3942,1955,102,Condo,Z793775,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/54006710_zpid/
697793,"4199 Maple Dr, Fresno, TX 91478",Fresno,91478,TX,6,2,1336,6701,2017,25,Apartment,Z405643,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/10125450_zpid/
1188237,"793 Maple Dr, Los Angeles, FL 21192",Los Angeles,21192,FL,2,2,1067,7604,2012,15,Apartment,Z873316,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/81375045_zpid/
944393,"1748 Maple Dr, San Francisco, IL 50906",San Francisco,50906,IL,6,2,2246,7016,1991,95,Single Family,Z233534,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/14062740_zpid/
1153210,"4409 Pine Rd, Los Angeles, CA 62280",Los Angeles,62280,CA,5,2,2514,8087,1980,118,Single Family,Z475845,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/88233250_zpid/
1364608,"2607 Pine Rd, San Francisco, IL 19447",San Francisco,19447,IL,1,1,3304,3087,1989,83,Apartment,Z215215,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/73100468_zpid/
993011,"5830 Maple Dr, San Francisco, NY 89904",San Francisco,89904,NY,5,1,1979,5449,1960,106,Multi-Family,Z330692,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/24756031_zpid/
1455317,"1588 Oak Ave, Sacramento, IL 38784",Sacramento,38784,IL,1,2,1022,9197,1984,40,Condo,Z578298,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/24774942_zpid/
582180,"7439 Main St, Los Angeles, IL 91963",Los Angeles,91963,IL,1,4,1819,6913,1993,13,Multi-Family,Z194824,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/83441595_zpid/
1394289,"1147 Pine Rd, Los Angeles, CA 47210",Los Angeles,47210,CA,2,1,2730,9045,1977,111,Single Family,Z410074,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/56020084_zpid/
174251,"2240 Oak Ave, Fresno, FL 70215",Fresno,70215,FL,4,3,2037,3781,1982,62,Townhouse,Z404604,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/32367694_zpid/
788063,"8999 Pine Rd, Sacramento, IL 54548",Sacramento,54548,IL,2,3,2405,9872,1973,106,Townhouse,Z716530,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/99657400_zpid/
1390208,"4973 Maple Dr, Fresno, TX 84482",Fresno,84482,TX,2,4,884,5210,2000,74,Apartment,Z660765,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/27314002_zpid/
289224,"6113 Main St, San Diego, IL 53067",San Diego,53067,IL,5,2,3508,3751,1974,113,Condo,Z924991,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/12525650_zpid/
304268,"7328 Maple Dr, Los Angeles, CA 75233",Los Angeles,75233,CA,3,1,3016,4168,1973,41,Condo,Z699890,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/96184349_zpid/
286355,"7104 Maple Dr, San Diego, TX 41914",San Diego,41914,TX,5,4,1746,6370,2008,87,Single Family,Z223974,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/65828800_zpid/
469172,"3217 Elm St, Fresno, IL 71447",Fresno,71447,IL,6,4,903,5156,1995,80,Condo,Z630680,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/20249027_zpid/
1242314,"1697 Pine Rd, Sacramento, CA 27579",Sacramento,27579,CA,6,1,935,7687,1966,9,Apartment,Z927921,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/79903129_zpid/
607785,"9695 Pine Rd, Sacramento, TX 32785",Sacramento,32785,TX,3,4,3065,8330,2004,15,Townhouse,Z880747,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/57044252_zpid/
1334512,"1946 Main St, San Diego, FL 37751",San Diego,37751,FL,5,3,2277,7930,1981,57,Single Family,Z824509,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/50821526_zpid/
589344,"7382 Main St, Sacramento, CA 42099",Sacramento,42099,CA,1,3,3101,7313,2008,44,Condo,Z212179,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/50089281_zpid/
695004,"1291 Oak Ave, Sacramento, CA 13733",Sacramento,13733,CA,5,1,1176,5984,1995,69,Single Family,Z608860,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/73384818_zpid/
880609,"7214 Main St, San Francisco, TX 93199",San Francisco,93199,TX,2,4,2508,1625,1980,4,Multi-Family,Z688510,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/15883324_zpid/
765589,"7862 Elm St, Sacramento, CA 79873",Sacramento,79873,CA,6,3,3381,4621,2019,27,Single Family,Z271071,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/27941019_zpid/
173195,"8683 Maple Dr, Sacramento, CA 45292",Sacramento,45292,CA,5,2,2841,8162,1987,83,Multi-Family,Z925060,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/42308816_zpid/
139505,"7034 Elm St, Fresno, TX 73437",Fresno,73437,TX,5,4,2310,4096,1974,116,Townhouse,Z424130,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/68655221_zpid/
490836,"2289 Pine Rd, San Francisco, IL 56669",San Francisco,56669,IL,6,1,681,2821,2015,49,Single Family,Z948673,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/60686973_zpid/
1372278,"2956 Main St, San Diego, CA 22444",San Diego,22444,CA,3,1,1681,8477,1984,76,Townhouse,Z642500,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/61028525_zpid/
1173967,"1487 Oak Ave, Fresno, IL 22268",Fresno,22268,IL,5,3,1760,4882,1959,90,Single Family,Z640122,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/19028137_zpid/
735605,"831 Elm St, San Diego, TX 59855",San Diego,59855,TX,2,2,1625,8321,2000,93,Condo,Z382066,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/14015804_zpid/
514584,"1368 Oak Ave, San Diego, CA 47734",San Diego,47734,CA,2,3,3377,4297,1975,54,Townhouse,Z729534,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/31029775_zpid/
1458769,"1248 Maple Dr, San Francisco, FL 99940",San Francisco,99940,FL,4,1,3387,8326,1970,91,Condo,Z338371,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/56479434_zpid/
911593,"7403 Main St, Sacramento, IL 33519",Sacramento,33519,IL,5,2,1996,6494,1986,60,Multi-Family,Z660803,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/67764421_zpid/
882369,"6635 Elm St, San Francisco, TX 45493",San Francisco,45493,TX,4,2,1027,8698,1970,6,Single Family,Z952911,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/85129918_zpid/
523704,"4297 Oak Ave, San Diego, IL 17567",San Diego,17567,IL,5,3,2220,5105,2012,102,Townhouse,Z513174,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/65935745_zpid/
1156785,"2763 Maple Dr, Los Angeles, TX 80793",Los Angeles,80793,TX,2,1,1427,2122,1963,27,Single Family,Z457263,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/16603589_zpid/
1426040,"7141 Main St, Los Angeles, NY 53682",Los Angeles,53682,NY,1,1,1144,7089,1992,21,Townhouse,Z327836,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/56301719_zpid/
328266,"2484 Pine Rd, Fresno, FL 39489",Fresno,39489,FL,3,1,849,9306,1963,50,Apartment,Z958469,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/13094387_zpid/
585085,"1881 Oak Ave, Fresno, FL 18937",Fresno,18937,FL,5,4,1404,3613,1972,81,Apartment,Z371307,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/18636988_zpid/
1210031,"7338 Main St, Fresno, NY 58935",Fresno,58935,NY,2,4,919,5625,1994,54,Townhouse,Z961699,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/56431462_zpid/
1063326,"7186 Main St, Sacramento, CA 62633",Sacramento,62633,CA,3,1,618,5582,1987,99,Condo,Z676708,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/13082217_zpid/
892349,"9075 Main St, San Francisco, CA 96678",San Francisco,96678,CA,3,1,1934,7011,1970,118,Multi-Family,Z689651,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/86091567_zpid/
966864,"7516 Main St, San Francisco, IL 29567",San Francisco,29567,IL,2,3,1546,9987,2006,5,Townhouse,Z598961,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/59264937_zpid/
1225786,"7863 Maple Dr, Fresno, FL 71486",Fresno,71486,FL,1,4,751,7400,2021,1,Apartment,Z616231,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/79238164_zpid/
510491,"2287 Maple Dr, Sacramento, CA 40146",Sacramento,40146,CA,4,4,2115,5527,1980,7,Condo,Z609683,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/67396397_zpid/
571121,"1946 Main St, Fresno, FL 40774",Fresno,40774,FL,4,3,3598,6671,1992,76,Single Family,Z548993,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/82731854_zpid/
340762,"5544 Maple Dr, San Diego, CA 24650",San Diego,24650,CA,4,1,953,6249,2015,90,Multi-Family,Z789657,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/36985229_zpid/
1423184,"5777 Oak Ave, San Francisco, FL 83965",San Francisco,83965,FL,1,3,3371,2475,1960,118,Single Family,Z479571,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/60618921_zpid/
404252,"789 Pine Rd, Los Angeles, TX 90909",Los Angeles,90909,TX,5,2,1920,3215,1961,63,Single Family,Z554680,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/87348599_zpid/
1019191,"6494 Elm St, Fresno, CA 39464",Fresno,39464,CA,5,2,1139,5942,1982,11,Condo,Z193365,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/87576536_zpid/
1293478,"6066 Maple Dr, Fresno, NY 36565",Fresno,36565,NY,2,1,2299,6752,2009,66,Single Family,Z331755,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/78508175_zpid/
484981,"3918 Pine Rd, Fresno, IL 22863",Fresno,22863,IL,6,2,3122,3886,2002,108,Condo,Z974030,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/67979156_zpid/
203604,"8715 Elm St, Fresno, FL 14986",Fresno,14986,FL,1,3,1990,7829,1992,47,Apartment,Z165458,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/61487431_zpid/
634518,"2640 Elm St, San Diego, CA 18795",San Diego,18795,CA,2,1,621,5600,2022,6,Multi-Family,Z669323,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/62556095_zpid/
1384056,"8687 Maple Dr, Fresno, CA 89688",Fresno,89688,CA,1,1,1903,4803,1951,55,Condo,Z336626,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/77056247_zpid/
476564,"8952 Elm St, Fresno, NY 45136",Fresno,45136,NY,3,3,731,7083,1992,67,Multi-Family,Z546765,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/25024065_zpid/
942562,"1726 Main St, Fresno, FL 39321",Fresno,39321,FL,2,4,3339,3566,1976,118,Condo,Z913245,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/19935229_zpid/
991924,"2924 Elm St, Los Angeles, CA 45099",Los Angeles,45099,CA,6,2,1850,1959,1975,25,Multi-Family,Z488767,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/49707773_zpid/
1334500,"6046 Oak Ave, Fresno, FL 75339",Fresno,75339,FL,2,2,848,7441,1969,90,Apartment,Z272760,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/77607332_zpid/
472624,"4736 Maple Dr, Sacramento, NY 55582",Sacramento,55582,NY,4,3,1455,2776,2021,19,Condo,Z511607,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/37368940_zpid/
779212,"3534 Pine Rd, San Diego, CA 74405",San Diego,74405,CA,4,2,826,2188,1981,99,Multi-Family,Z913364,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/75961323_zpid/
1464464,"3680 Maple Dr, San Diego, CA 67980",San Diego,67980,CA,4,1,3890,1016,2014,69,Townhouse,Z906264,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/67921397_zpid/
455746,"2205 Elm St, San Diego, TX 24295",San Diego,24295,TX,3,1,869,2109,2006,117,Apartment,Z907386,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/71419492_zpid/
1267990,"8880 Oak Ave, Los Angeles, NY 73870",Los Angeles,73870,NY,2,2,1636,9803,1994,36,Apartment,Z859468,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/70016840_zpid/
942400,"4670 Elm St, Sacramento, IL 53719",Sacramento,53719,IL,3,1,1748,6213,1995,88,Single Family,Z195442,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/79261606_zpid/
948826,"804 Oak Ave, San Francisco, FL 94653",San Francisco,94653,FL,5,3,1382,2005,1982,15,Single Family,Z681110,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/15891928_zpid/
323148,"5208 Maple Dr, San Diego, TX 11161",San Diego,11161,TX,4,4,2206,1872,1981,46,Multi-Family,Z624905,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/44032421_zpid/
385824,"3748 Main St, San Francisco, FL 36942",San Francisco,36942,FL,4,1,2132,1110,1952,2,Condo,Z509971,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/85023039_zpid/
451523,"3998 Elm St, San Diego, TX 89282",San Diego,89282,TX,4,4,1188,7036,1969,104,Single Family,Z750784,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/82505370_zpid/
290051,"7911 Maple Dr, San Diego, FL 23484",San Diego,23484,FL,2,2,1802,8381,1983,33,Apartment,Z715284,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/75534546_zpid/
964260,"1288 Oak Ave, Los Angeles, CA 99833",Los Angeles,99833,CA,4,3,3898,4407,2004,8,Condo,Z933832,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/45733740_zpid/
969325,"5618 Oak Ave, Fresno, FL 21246",Fresno,21246,FL,3,1,3227,8308,1955,12,Condo,Z853555,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/52540071_zpid/
278862,"8351 Main St, Fresno, TX 27368",Fresno,27368,TX,2,4,3250,6051,1969,62,Townhouse,Z389447,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/14238582_zpid/
1233537,"8427 Oak Ave, Los Angeles, TX 48649",Los Angeles,48649,TX,4,4,2420,5481,2005,109,Condo,Z299425,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/28172456_zpid/
127143,"2240 Maple Dr, Sacramento, IL 77686",Sacramento,77686,IL,3,1,1796,3596,2007,84,Townhouse,Z510113,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/46285165_zpid/
935219,"8437 Maple Dr, Los Angeles, CA 87095",Los Angeles,87095,CA,2,1,3013,3985,1992,116,Apartment,Z266062,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/45444102_zpid/
1173683,"6822 Oak Ave, San Diego, IL 31733",San Diego,31733,IL,3,1,1578,2603,2014,25,Townhouse,Z262554,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/88099516_zpid/
1266532,"9914 Main St, San Francisco, CA 41775",San Francisco,41775,CA,4,4,1475,9331,1987,43,Townhouse,Z667970,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/38418046_zpid/
924794,"8402 Pine Rd, San Francisco, NY 38499",San Francisco,38499,NY,6,3,3579,4662,1995,98,Townhouse,Z211468,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/32139298_zpid/
402250,"1197 Maple Dr, San Francisco, FL 54158",San Francisco,54158,FL,3,1,3450,2632,1962,93,Condo,Z797982,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/81944122_zpid/
889745,"8775 Oak Ave, Sacramento, TX 39086",Sacramento,39086,TX,2,1,1616,8257,1994,91,Multi-Family,Z102149,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/55481776_zpid/
1450914,"169 Oak Ave, San Diego, FL 50594",San Diego,50594,FL,2,3,3565,1910,1979,89,Townhouse,Z951203,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/12609519_zpid/
879570,"9803 Pine Rd, Fresno, IL 57121",Fresno,57121,IL,6,4,3123,6375,2008,11,Apartment,Z343023,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/27064999_zpid/
1276754,"9426 Main St, Los Angeles, CA 14869",Los Angeles,14869,CA,5,2,1281,5710,2012,100,Apartment,Z432210,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/85842169_zpid/
632140,"9337 Main St, Fresno, NY 16558",Fresno,16558,NY,1,4,3864,9789,2007,96,Multi-Family,Z992768,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/28702063_zpid/
829817,"9091 Oak Ave, San Francisco, TX 74559",San Francisco,74559,TX,1,2,3812,1453,1963,120,Apartment,Z481289,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/88649176_zpid/
250343,"6947 Main St, San Francisco, CA 59168",San Francisco,59168,CA,5,2,1886,8226,2004,32,Condo,Z297574,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/24687672_zpid/
993426,"8976 Main St, San Diego, CA 81788",San Diego,81788,CA,1,2,1988,2237,1999,83,Apartment,Z634765,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/26617471_zpid/
992809,"3668 Main St, Sacramento, IL 99458",Sacramento,99458,IL,1,2,2551,2042,1951,25,Condo,Z768516,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/88082349_zpid/
633814,"856 Main St, San Francisco, TX 63394",San Francisco,63394,TX,5,1,1999,4541,1991,36,Single Family,Z277959,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/20932156_zpid/
1174412,"4165 Pine Rd, Los Angeles, CA 54265",Los Angeles,54265,CA,2,4,2364,4964,1971,106,Apartment,Z462583,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/91147878_zpid/
977721,"1761 Pine Rd, Fresno, FL 47215",Fresno,47215,FL,4,4,2991,8023,1984,31,Apartment,Z408209,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/75469908_zpid/
1109257,"5233 Oak Ave, Sacramento, IL 81002",Sacramento,81002,IL,1,2,3227,1628,1973,67,Townhouse,Z623609,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/89968765_zpid/
423729,"2996 Maple Dr, San Francisco, IL 60302",San Francisco,60302,IL,2,1,802,5047,1988,48,Condo,Z326970,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/93923957_zpid/
424673,"843 Oak Ave, Sacramento, CA 27614",Sacramento,27614,CA,4,2,2464,5074,1956,20,Apartment,Z526584,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/98053345_zpid/
1192506,"9427 Maple Dr, San Francisco, IL 24515",San Francisco,24515,IL,6,1,2359,3646,1987,113,Multi-Family,Z177075,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/70148099_zpid/
1099602,"8579 Main St, Sacramento, NY 18166",Sacramento,18166,NY,6,1,1457,8626,2014,18,Apartment,Z548205,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/44394371_zpid/
206508,"6097 Pine Rd, Sacramento, IL 73499",Sacramento,73499,IL,5,3,1385,8648,2017,96,Apartment,Z366418,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/78544457_zpid/
692345,"959 Elm St, Fresno, CA 20838",Fresno,20838,CA,2,3,1062,1226,2022,84,Condo,Z778473,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/10705628_zpid/
1232947,"9929 Oak Ave, San Diego, FL 47585",San Diego,47585,FL,5,4,2484,7894,1970,83,Townhouse,Z691043,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/27596453_zpid/
1430971,"2628 Oak Ave, Fresno, FL 42583",Fresno,42583,FL,5,1,643,1361,1992,2,Townhouse,Z105488,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/70628876_zpid/
901849,"5913 Oak Ave, San Francisco, FL 29419",San Francisco,29419,FL,2,1,3687,4499,1969,108,Townhouse,Z329607,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/99524581_zpid/
1117002,"2835 Oak Ave, Fresno, IL 48794",Fresno,48794,IL,6,4,1080,7567,2015,15,Condo,Z850551,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/38647579_zpid/
1462110,"435 Pine Rd, Los Angeles, NY 74534",Los Angeles,74534,NY,2,4,3838,4678,2018,49,Apartment,Z144220,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/83330240_zpid/
443507,"4355 Pine Rd, Fresno, FL 79704",Fresno,79704,FL,2,1,3517,1384,1952,111,Condo,Z806761,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/57305782_zpid/
786855,"3328 Oak Ave, Sacramento, FL 82216",Sacramento,82216,FL,2,4,1173,8666,2000,18,Condo,Z909237,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/95432429_zpid/
222555,"1065 Maple Dr, Los Angeles, CA 42151",Los Angeles,42151,CA,2,2,2242,2758,2002,85,Townhouse,Z746150,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/59917300_zpid/
772844,"1738 Maple Dr, Fresno, NY 48506",Fresno,48506,NY,4,1,2290,6616,1981,93,Townhouse,Z473742,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/99927218_zpid/
